month,site,job_family,open_positions,time_to_fill_days,offer_acceptance_rate
2025-01-01,Berlin,IT,44,260,0.6697595665333558
2025-12-01,BERLIN,Operations,28,126,0.16470584858988094
2025-04-01,PARIS,HR,49,231,0.4088869471344193
2023-08-01,PARIS,IT ,19,31,1.2721720762522692
2025-09-01,Paris,HR,17,201,0.08963896834200408
2023-06-01,Berlin,HR,12,161,0.752951743760519
2025-01-01,Madrid,HR,13,-3,0.3402206209402597
2023-01-01,Madrid,IT ,0,101,0.7297450592759268
2025-06-01,PARIS,HR,31,67,1.4927198721872807
2023-05-01,lyon,IT ,15,169,1.3792871266140956
2023-09-01,lyon,HR,20,53,0.6987015892357288
2023-08-01,BERLIN,Operations,26,178,0.264690422183257
2024-12-01,BERLIN,Operations,21,259,1.6314031632330714
2025-01-01,Madrid,IT ,46,130,0.8306879262937967
2023-08-01,Paris,Operations,10,131,0.2501778413625168
2024-09-01,Paris,HR,9,10,0.4209377671763951
2024-07-01,BERLIN,IT,46,35,1.4090543371599993
2023-03-01,Berlin,IT,19,125,0.3634872198927114
2024-04-01,PARIS,HR,37,15,0.15994847484003388
2023-01-01,BERLIN,Operations,32,129,0.5206676742880639
2023-10-01,Lyon,Finance,49,58,1.2638189567924403
2023-06-01,Berlin,IT,28,66,0.6696580836151056
2023-05-01,Paris,Operations,38,204,0.3215450664620019
2024-05-01,BERLIN,finance,5,186,1.5282153230514686
2024-09-01,Berlin,finance,45,291,0.8960827185047885
2025-05-01,Lyon,IT ,12,214,1.62684795425854
2025-07-01,lyon,Operations,33,204,1.6071960437366692
2023-03-01,PARIS,IT,41,37,1.034402521843337
2025-04-01,lyon,Finance,11,185,0.7716487902771062
2025-04-01,Paris,Finance,20,122,0.7051135395031572
2023-01-01,lyon,IT,5,28,0.7324771389009812
2023-12-01,Madrid,HR,7,45,0.05343644479606169
2024-04-01,lyon,IT,26,129,1.1604093438927836
2025-01-01,BERLIN,IT ,17,178,0.5319797272115364
2024-06-01,Lyon,Operations,32,108,0.5655787585530991
2023-08-01,Lyon,IT,21,109,1.3339053553157163
2023-06-01,lyon,IT ,5,66,1.6661874700261683
2023-09-01,Paris,HR,41,200,0.19062997012264069
2024-06-01,BERLIN,Finance,38,219,0.36336083291718746
2025-06-01,Lyon,HR,16,205,0.14911503475092572
2024-08-01,Berlin,IT,6,88,1.3436178869948603
2024-06-01,PARIS,Finance,1,7,1.2300436044626415
2025-05-01,Madrid,Operations,41,-2,1.0856713880330413
2023-11-01,Paris,IT,14,229,0.326073734377082
2024-06-01,PARIS,finance,40,282,0.9240991888119053
2025-09-01,Paris,Finance,39,25,1.0189147736940627
2023-03-01,BERLIN,IT,30,98,1.615051189750138
2025-04-01,Lyon,Operations,9,-17,1.1480480126322443
2023-05-01,Paris,IT,43,250,1.4733166090273462
2024-04-01,BERLIN,IT ,2,287,1.4242728868979886
2023-04-01,PARIS,HR,0,200,1.2820504313774106
2024-06-01,BERLIN,IT,39,47,0.6241641959151372
2025-03-01,Berlin,finance,17,48,1.4928308874883858
2024-06-01,Berlin,finance,43,208,1.2881806760427452
2023-02-01,Paris,finance,40,184,1.2386616106345256
2023-06-01,Berlin,IT ,5,55,0.2347904118886788
2025-11-01,Lyon,IT ,39,162,1.5761604844735797
2024-07-01,lyon,finance,23,298,0.00361275739668806
2025-05-01,PARIS,IT,9,75,0.5263534930483957
2023-11-01,Berlin,finance,36,11,1.1513368950894538
2023-01-01,lyon,Finance,7,45,0.25433480815298287
2024-09-01,Lyon,Finance,24,4,1.3137017767505725
2025-11-01,PARIS,HR,41,174,0.2443577474386637
2023-08-01,lyon,Finance,2,49,0.002580665076722055
2023-03-01,PARIS,Operations,22,25,0.048313061161634606
2024-03-01,BERLIN,IT,24,71,0.36664373379481413
2024-05-01,Madrid,Finance,49,239,0.9262716769357899
2025-04-01,lyon,Operations,38,201,0.12865577554632282
2025-12-01,lyon,finance,8,154,0.6111020519029394
2024-02-01,Madrid,Operations,6,179,0.3239438741330159
2024-05-01,Lyon,IT ,31,170,1.49513210639628
2024-08-01,BERLIN,Finance,21,281,0.45481079894502774
2023-06-01,Madrid,HR,7,285,1.1085059926978882
2023-06-01,BERLIN,Operations,15,36,1.2476930032705045
2024-01-01,PARIS,finance,42,152,0.234424390114274
2025-11-01,PARIS,Finance,24,220,0.2064925717196007
2025-11-01,PARIS,IT,21,251,1.5453144702945811
2025-03-01,Lyon,HR,46,18,0.2686558945188019
2025-08-01,Madrid,Finance,26,115,0.9366017285940775
2025-10-01,Paris,IT,13,25,1.0265066447374334
2023-03-01,lyon,Operations,48,299,0.5435032316880946
2025-08-01,Madrid,Operations,14,287,0.8194382481707152
2023-07-01,PARIS,IT,35,230,0.51623731036827
2025-10-01,Madrid,Finance,12,189,1.4059064837510258
2024-09-01,Madrid,Operations,23,8,0.2595711789945733
2025-05-01,Lyon,finance,3,30,0.5150519972532088
2023-04-01,lyon,Finance,20,-7,0.8612268269845771
2023-04-01,Lyon,Operations,26,220,0.5100375307615914
2023-01-01,Berlin,IT ,30,-10,1.4655253145747973
2025-07-01,Lyon,finance,18,163,1.5217184081301458
2024-05-01,BERLIN,Operations,17,29,1.3694521741097516
2023-07-01,PARIS,Operations,42,280,1.5053065594546842
2025-12-01,Lyon,IT ,5,180,0.7313042025257988
2024-09-01,lyon,finance,9,210,0.9169007991457625
2024-11-01,PARIS,finance,7,44,1.0784778299611215
2024-01-01,Lyon,HR,19,13,1.32851534573699
2025-10-01,PARIS,IT ,3,9,0.5935100665671432
2025-12-01,Madrid,finance,3,256,0.10470643320737809
2023-05-01,lyon,HR,10,182,1.4777749085076681
2025-12-01,Paris,Operations,7,-18,1.3129947371207071
2025-07-01,Paris,HR,18,211,0.8445241483579363
2023-12-01,Paris,IT,32,214,0.14149582096205374
2025-04-01,Madrid,IT,20,11,0.7385836350317926
2025-04-01,BERLIN,IT,16,235,0.09052871283499744
2023-07-01,Lyon,IT ,37,164,0.920015910379853
2025-10-01,Berlin,IT,20,175,0.12768945767094794
2024-10-01,BERLIN,Finance,47,292,1.262581705412933
2024-12-01,Madrid,IT,10,29,0.20516141506962154
2024-02-01,Paris,Operations,24,122,0.6203653398632242
2024-04-01,BERLIN,finance,47,298,0.5150363418741661
2023-11-01,Lyon,IT,43,255,0.35955889510670275
2025-06-01,Madrid,HR,0,148,1.611088009399681
2023-07-01,Lyon,Operations,43,26,1.2838019725197236
2023-03-01,Paris,Operations,22,-15,1.2758973791031907
2024-03-01,lyon,IT,2,45,0.6654694481996177
2025-06-01,Paris,finance,17,73,1.2396835306164538
2025-09-01,Berlin,HR,11,-2,0.8340913763822436
2024-05-01,Paris,Operations,42,265,0.7895693086048365
2024-08-01,PARIS,Operations,5,92,1.38946669752481
2025-09-01,BERLIN,Finance,18,196,0.5899032615639136
2025-03-01,Berlin,IT ,7,91,0.15320589630489884
2024-08-01,Lyon,HR,11,88,0.08361544866567969
2025-10-01,BERLIN,IT,22,269,1.4372238860741962
2025-07-01,PARIS,Operations,7,264,1.3564016833630541
2023-05-01,BERLIN,Operations,3,-11,0.9419746582007528
2024-06-01,BERLIN,IT ,37,62,0.586923039232441
2024-07-01,Madrid,finance,5,37,0.4000550290271676
2024-05-01,Madrid,IT,26,37,1.41023362399142
2024-11-01,Paris,Finance,21,121,0.1961848063436725
2023-02-01,BERLIN,Finance,20,208,1.4436712636517035
2024-12-01,Berlin,HR,8,55,0.5145559635219457
2023-01-01,PARIS,IT ,3,1,0.37354384974683486
2024-10-01,BERLIN,finance,28,176,1.5793264856359948
2024-02-01,PARIS,finance,43,228,0.6691023060566178
2024-01-01,lyon,IT ,14,34,1.6223980747459807
2023-12-01,lyon,Operations,28,253,1.094846332507277
2023-07-01,BERLIN,Operations,32,82,1.0289254231983487
2023-02-01,Paris,Operations,8,285,0.6484512679410347
2023-03-01,BERLIN,Operations,13,136,0.44306992083947006
2025-12-01,Berlin,IT,36,88,0.1810939020993305
2024-01-01,Berlin,IT,22,256,0.9981965614847482
2025-06-01,Madrid,HR,28,221,0.0852186256146475
2025-12-01,lyon,Finance,26,274,0.6893980916479172
2024-02-01,PARIS,HR,5,189,1.4600449533959756
2025-02-01,BERLIN,Operations,2,158,1.54924684507977
2023-07-01,PARIS,IT ,38,260,0.7338906740237154
2025-04-01,Paris,IT,6,92,0.5960084852926059
2023-08-01,BERLIN,IT,46,253,0.877775471865981
2024-03-01,Lyon,finance,25,217,0.17503955466071602
2023-05-01,Lyon,finance,10,291,0.18439606663302824
2025-09-01,Madrid,IT,18,40,0.066761834159289
2025-12-01,Berlin,finance,18,213,1.4838615046089951
2025-12-01,Berlin,IT,49,257,1.3526436349395135
2023-03-01,Paris,IT ,13,32,0.4403814270930158
2024-10-01,BERLIN,finance,4,261,1.1710738463646244
2024-10-01,lyon,HR,19,158,1.514198992319137
2025-08-01,Madrid,IT,8,264,1.383499221968184
2024-11-01,lyon,Operations,49,63,0.327277065876882
2024-09-01,Berlin,Operations,10,74,0.5047121660255223
2023-04-01,Paris,HR,32,132,0.4840133859951327
2024-03-01,Madrid,HR,12,1,0.757981567878886
2024-09-01,Berlin,finance,42,56,0.8203484134883955
2024-08-01,Berlin,HR,40,55,0.4895030273147856
2024-08-01,BERLIN,HR,3,295,1.4466646756638077
2025-01-01,Madrid,IT ,35,3,0.10661330202144494
2025-07-01,lyon,finance,41,111,0.876128433370338
2023-04-01,Lyon,IT,46,0,0.6052409024069703
2025-05-01,Lyon,IT ,27,163,1.3711055209322833
2025-11-01,lyon,finance,23,46,1.6088460410984966
2025-06-01,PARIS,IT ,42,35,0.18932496899280332
2023-09-01,PARIS,IT,0,186,0.762570124871972
2023-05-01,Madrid,IT ,18,248,0.6968957369452342
2024-06-01,lyon,HR,21,146,0.03536944539191815
2025-09-01,Lyon,Finance,15,19,1.4642645891244104
2024-01-01,Paris,Operations,21,55,0.3566382800921987
2025-09-01,PARIS,HR,37,-11,0.14714845807764046
2023-02-01,Paris,finance,23,57,1.5418283459636903
2023-12-01,Lyon,HR,22,221,0.48723542086607535
2025-05-01,lyon,IT,27,22,0.9466193639598814
2025-05-01,PARIS,finance,34,203,0.9610683473355879
2024-11-01,Madrid,Finance,3,148,1.699424243603065
2023-05-01,Paris,IT,2,35,1.4031894456890406
2025-12-01,Berlin,HR,40,223,0.3932956648609847
2025-07-01,BERLIN,finance,31,55,1.038808110746266
2024-11-01,Berlin,IT ,47,154,0.04156066046645723
2024-04-01,Berlin,finance,16,19,0.9817643656812606
2023-08-01,PARIS,Operations,17,163,1.5734059221463947
2023-09-01,Lyon,finance,44,241,0.13634949572657934
2023-02-01,PARIS,Operations,9,55,0.17201046698935527
2024-06-01,BERLIN,HR,30,223,0.07217001995833967
2024-07-01,PARIS,IT,49,51,0.9696510995284171
2023-08-01,lyon,Finance,35,189,0.5944612657212364
2024-05-01,lyon,Finance,5,275,0.14359781382168754
2023-05-01,Madrid,HR,5,59,0.401455181276742
2023-08-01,BERLIN,Finance,24,58,1.5394298913591582
2023-10-01,lyon,finance,15,243,0.5681271651343504
2023-03-01,Berlin,IT,13,58,0.2690458748935617
2023-03-01,BERLIN,Finance,2,41,0.651262052753374
2025-07-01,Lyon,IT,42,47,0.5502448189328796
2025-03-01,Madrid,HR,22,74,1.1213635534945945
2025-04-01,Paris,finance,44,106,0.4164648120981237
2025-12-01,BERLIN,Finance,1,273,0.010116550178529792
2025-03-01,Madrid,IT,49,164,1.270575061573357
2024-04-01,lyon,IT ,0,298,0.8542099254848453
2024-03-01,Madrid,Finance,14,132,0.3594165062832698
2023-08-01,BERLIN,finance,12,167,0.7159426461381064
2025-04-01,Madrid,Operations,14,172,0.7748513963301172
2024-03-01,BERLIN,Finance,1,276,1.5408560568228307
2024-12-01,PARIS,Finance,20,23,0.029711792911062483
2023-05-01,BERLIN,IT ,24,29,1.5807994912243326
2023-06-01,Berlin,Finance,4,151,0.061443219739296694
2023-05-01,PARIS,finance,26,283,1.6779594747923121
2025-01-01,PARIS,Finance,17,0,0.8602927910271461
2023-07-01,Madrid,HR,27,40,0.752937485922067
2025-07-01,lyon,HR,30,-14,1.2398730561247755
2023-03-01,Lyon,IT,30,263,0.04699085824096264
2024-06-01,Lyon,Operations,21,136,1.4164955812147821
2025-05-01,Paris,Finance,48,29,1.5362842225152602
2023-01-01,Lyon,HR,27,118,0.10954923848839294
2025-05-01,lyon,IT,16,110,0.7970043673761394
2025-09-01,Lyon,IT ,18,245,0.6086016582074081
2024-12-01,BERLIN,finance,4,216,1.2553062322110293
2025-11-01,Madrid,Operations,47,65,1.2925874204924923
2023-07-01,BERLIN,IT ,15,2,1.0093266370192397
2025-09-01,Madrid,IT,46,24,1.3871100986259606
2023-04-01,PARIS,IT ,48,174,1.1337526634886792
2025-11-01,Paris,Finance,30,173,0.8456472468799369
2025-10-01,Lyon,IT ,17,0,0.9606636428410913
2023-10-01,Madrid,HR,0,27,0.5236182195242067
2023-10-01,Berlin,HR,48,-4,0.7622670838834321
2024-08-01,BERLIN,finance,35,252,1.5906184292903385
2024-05-01,Lyon,IT ,14,92,1.2728541216769191
2024-01-01,PARIS,Operations,48,63,0.3790025107558375
2023-07-01,Paris,HR,3,163,0.15591571015171968
2025-06-01,PARIS,IT ,42,83,0.1172563901009331
2024-10-01,Lyon,Finance,34,66,1.4481909355666571
2023-11-01,Berlin,finance,22,77,1.4206893769685442
2024-01-01,Lyon,HR,30,289,0.5431577609651733
2024-11-01,BERLIN,HR,40,159,0.020080009846882494
2023-10-01,PARIS,finance,10,230,0.7249502770322197
2025-04-01,Berlin,IT ,26,23,0.5695229782252846
2024-05-01,lyon,IT ,41,261,0.21705876069018537
2025-06-01,PARIS,IT ,37,44,0.33653101929431345
2024-10-01,Madrid,Operations,4,292,1.0221294244327002
2024-08-01,BERLIN,HR,20,95,1.2216255570695373
2023-06-01,lyon,Finance,12,140,0.9712673821629801
2024-06-01,lyon,Finance,11,162,0.28400507519834106
2025-07-01,Lyon,IT,17,129,0.5306926861391059
2025-02-01,BERLIN,IT ,24,47,1.198090794757555
2023-02-01,Berlin,IT,48,261,0.14017596992972337
2025-07-01,BERLIN,IT,8,66,1.161753293916241
2024-01-01,PARIS,Operations,20,17,1.4530304605410933
2025-11-01,PARIS,finance,13,-18,1.3468226947932995
2025-01-01,Madrid,Operations,42,80,0.9785059747875002
2025-08-01,Lyon,IT ,14,23,1.520595551747855
2025-05-01,Madrid,IT ,44,172,0.09844438973275285
2025-11-01,lyon,finance,35,135,0.9028103756645375
2025-04-01,Berlin,IT ,9,184,1.3129975844435957
2024-07-01,Lyon,Finance,47,121,0.7792286647796209
2024-07-01,BERLIN,IT ,46,106,1.6787521822130989
2023-07-01,Lyon,Finance,37,153,0.031034182421773426
2024-07-01,Lyon,IT,3,97,0.5641459475753448
2023-08-01,PARIS,IT ,43,4,1.5176009403267172
2024-02-01,BERLIN,HR,15,249,0.288790775719207
2025-11-01,Lyon,Finance,46,297,0.7802531317573717
2023-08-01,BERLIN,IT ,48,206,1.2586423933649986
2025-12-01,Madrid,Finance,38,153,0.8486724843940038
2023-02-01,BERLIN,Finance,45,204,0.6491528916814508
2025-05-01,Madrid,IT ,44,244,0.034401310790989646
2024-12-01,Madrid,IT,32,97,1.3465294981666789
2024-03-01,lyon,finance,37,212,1.210463746967881
2023-08-01,lyon,IT ,10,158,1.5476794196250963
2023-03-01,BERLIN,IT,5,241,1.5385587703670895
2023-11-01,lyon,IT,27,110,1.448049240570079
2023-07-01,Berlin,IT ,9,145,0.6155912933093367
2023-05-01,PARIS,HR,31,20,0.7296962173121189
2024-09-01,BERLIN,HR,9,24,1.5699335389018332
2024-10-01,Berlin,IT,15,263,0.2538327772665332
2025-08-01,BERLIN,Finance,6,36,0.04335095963914802
2023-07-01,Lyon,HR,29,291,1.0964448353996123
2025-02-01,BERLIN,IT ,32,271,0.5621219960358076
2025-03-01,PARIS,HR,3,90,0.3318034577587028
2023-04-01,lyon,Finance,4,185,0.7172971431763011
2024-06-01,PARIS,HR,18,294,0.41457673541950646
2023-02-01,BERLIN,IT ,10,221,0.4632051210937024
2025-09-01,BERLIN,IT ,35,74,0.35320724512760143
2023-01-01,Berlin,IT,33,43,1.2964969053903035
2025-06-01,Lyon,Operations,10,58,1.6363792198396043
2025-01-01,Madrid,Finance,38,98,1.0851400605833437
2025-02-01,Madrid,HR,14,7,0.9459548032553643
2025-07-01,lyon,finance,4,-14,1.5096452916583967
2024-04-01,PARIS,IT,6,287,0.03842311762737433
2023-04-01,Madrid,Operations,10,30,0.36365232643669865
2024-01-01,PARIS,Operations,30,202,0.7885003259278376
2025-03-01,Madrid,finance,20,79,0.1791004394982256
2024-02-01,PARIS,IT,18,106,0.6718964459304521
2024-04-01,Madrid,IT ,12,25,0.6493670254422236
2023-09-01,PARIS,IT ,29,-13,1.6092036741242974
2025-06-01,Paris,Finance,21,29,0.2786243203214996
2023-09-01,Lyon,Finance,39,208,0.808935440848226
2025-03-01,PARIS,finance,14,160,0.18359846255857518
2023-07-01,BERLIN,IT ,17,150,1.3349887764635227
2023-07-01,Berlin,Finance,34,96,1.2737754691103012
2024-07-01,PARIS,Finance,17,52,1.6464044394635753
2024-04-01,Berlin,HR,44,268,0.608575213346656
2024-04-01,BERLIN,Finance,6,17,1.682232709031566
2025-10-01,Berlin,IT ,30,235,1.178723106025046
2025-05-01,lyon,IT,2,235,0.14169335371676683
2025-08-01,PARIS,Operations,34,143,0.06935696630664002
2024-03-01,PARIS,IT ,7,104,0.20692897839240018
2025-09-01,lyon,Finance,28,169,0.00041329406775000296
2024-09-01,Paris,IT ,37,280,1.1779333044457672
2025-07-01,BERLIN,finance,14,183,1.6281157110938014
2025-05-01,PARIS,IT ,1,131,0.0739717199342381
2024-04-01,BERLIN,Operations,5,131,0.3371583637473053
2024-11-01,lyon,Finance,46,201,1.6319265308037991
2023-07-01,Lyon,IT,12,32,0.42323633243134245
2025-08-01,Madrid,IT,14,15,1.456116110287453
2025-06-01,Lyon,HR,15,10,0.3328270773222804
2023-10-01,Paris,finance,22,26,1.64772483045821
2024-03-01,Lyon,Operations,47,198,0.6622954318187387
2024-01-01,Madrid,IT ,38,286,1.2004581393034675
2024-10-01,Paris,finance,38,74,1.6062266066759951
2024-11-01,Lyon,Operations,44,135,0.471326009727568
2025-10-01,Lyon,Operations,21,44,0.7339614360236816
2023-06-01,PARIS,IT,17,260,0.4650689939232191
2025-08-01,Paris,Operations,3,272,0.8308071045590489
2023-12-01,Lyon,Operations,35,84,1.5393178242712533
2025-07-01,Berlin,finance,19,228,0.33334632096939576
2024-03-01,BERLIN,IT ,13,230,0.8881518898931215
2023-12-01,Madrid,HR,19,58,0.2605354589036699
2025-11-01,Berlin,finance,10,79,0.6903671285893711
2023-01-01,Lyon,IT ,0,144,0.3440677672518809
2025-01-01,PARIS,Operations,5,39,0.3887985472216296
2023-10-01,BERLIN,HR,15,134,0.7989248541946209
2025-09-01,BERLIN,Operations,45,253,1.2608630495870974
2024-03-01,Madrid,Finance,35,59,0.21740522576036006
2023-08-01,lyon,finance,23,143,1.3437638979036903
2025-04-01,PARIS,Finance,10,125,1.6790431412539581
2023-08-01,BERLIN,Finance,1,17,0.5186246689170382
2024-12-01,Lyon,finance,23,282,0.33864791590338245
2023-02-01,Berlin,HR,3,271,0.04681590006034629
2023-03-01,PARIS,IT ,1,25,0.32916178998222584
2025-01-01,PARIS,HR,39,194,1.0176869439663014
2025-10-01,Berlin,Operations,8,242,1.4382013323881289
2025-12-01,Madrid,IT ,48,112,0.008507740457812206
2024-05-01,Paris,IT,39,256,1.0721679256104035
2024-07-01,lyon,IT ,18,284,0.24817291831200144
2025-05-01,lyon,IT ,38,230,1.3584966827078035
2024-07-01,Paris,HR,17,183,0.3705766056213847
2025-12-01,PARIS,Finance,8,132,0.11384361408052215
2025-06-01,lyon,HR,43,106,1.66698636568198
2023-11-01,Madrid,IT,28,159,0.7901871352813858
2023-09-01,Lyon,Finance,16,14,0.6411384758474531
2025-10-01,Madrid,IT ,39,47,0.9784611116539524
2024-08-01,BERLIN,HR,4,48,0.9448442027066415
2023-04-01,BERLIN,IT,38,123,0.0780840827512293
2023-05-01,Madrid,HR,26,105,0.5880808511326362
2024-01-01,Lyon,IT ,43,32,1.038970829661785
2023-04-01,Lyon,Operations,14,281,1.6053248390395978
2023-10-01,Madrid,HR,42,277,1.1088016730709374
2023-02-01,lyon,HR,24,-4,0.2876929612233907
2023-10-01,lyon,Operations,20,-17,0.016456430346666627
2023-02-01,BERLIN,HR,39,12,1.336782746091087
2024-04-01,Madrid,IT,26,178,1.4149503697420325
2023-07-01,Berlin,Finance,22,134,0.3116507360800663
2023-09-01,Berlin,IT,17,214,0.5456778799583001
2024-12-01,BERLIN,Operations,13,212,1.33610993606716
2023-09-01,BERLIN,IT,12,29,1.1625141280699252
2025-05-01,Lyon,IT,40,228,0.224737409129282
2023-08-01,Madrid,IT ,20,187,1.1279985711219538
2023-12-01,PARIS,Operations,25,190,1.2055209227118573
2023-02-01,PARIS,Finance,40,249,1.6811594337178901
2023-09-01,PARIS,Finance,33,215,1.5174843080558227
2023-07-01,PARIS,HR,6,200,0.061885544710385244
2025-05-01,Lyon,Operations,1,264,0.1812969267399794
2025-08-01,PARIS,finance,13,286,0.6850205037543297
2024-08-01,PARIS,Operations,45,173,0.5449172084457615
2024-11-01,BERLIN,Finance,7,81,0.17800894975198447
2025-01-01,Lyon,HR,48,1,1.29110707449865
2024-03-01,Paris,IT,27,30,0.49694193733586106
2025-09-01,lyon,Finance,9,127,1.4411238476372146
2025-12-01,lyon,finance,33,34,0.6009330360079997
2025-06-01,BERLIN,Operations,18,279,1.2660538982791194
2024-04-01,PARIS,Finance,28,230,0.3575091420001725
2023-09-01,PARIS,IT ,15,144,0.8005563957237342
2023-10-01,PARIS,IT ,32,190,0.9419618379989902
2025-12-01,Paris,Finance,5,136,0.760254895123582
2025-08-01,Madrid,IT ,48,69,1.322307185324975
2024-02-01,Paris,finance,44,152,1.125561608591355
2025-11-01,Lyon,IT ,11,213,0.989468669349598
2024-02-01,lyon,Finance,26,158,0.3934271908092336
2023-01-01,PARIS,IT,0,118,0.892090731638106
2024-12-01,lyon,IT ,18,21,1.196190321055986
2023-12-01,Paris,Operations,23,207,1.6016979166628054
2023-09-01,PARIS,Operations,25,169,0.23573539379578137
2024-01-01,lyon,finance,6,152,1.4732205069865825
2025-02-01,Madrid,Operations,6,193,0.2047492081509706
2024-03-01,BERLIN,Finance,22,86,1.1604600699065977
2024-04-01,Lyon,IT,37,64,1.089838583637624
2023-10-01,PARIS,Operations,7,282,1.4869557478706363
2024-05-01,PARIS,HR,40,43,0.10074078721673864
2023-10-01,Madrid,IT ,5,160,1.5051279378704747
2023-10-01,Berlin,finance,40,235,0.5552280521902442
2025-11-01,PARIS,Finance,42,4,0.8160430500403038
2023-08-01,lyon,IT ,0,146,1.4571881180802244
2023-10-01,PARIS,IT,0,-13,0.9305924162058172
2023-07-01,Berlin,finance,24,33,0.5767624623076205
2025-10-01,Berlin,IT,12,104,1.325091220344218
2023-01-01,PARIS,Operations,42,226,0.11395781332373985
2023-05-01,BERLIN,finance,24,-10,1.1383170088481829
2024-05-01,Madrid,HR,36,63,0.0027260443470989437
2024-08-01,BERLIN,HR,15,-14,0.06613608369715443
2023-04-01,Berlin,Operations,47,182,1.6358647782298852
2025-10-01,PARIS,Finance,14,66,0.8060516523350728
2025-12-01,PARIS,IT ,34,165,0.10133303036328378
2023-01-01,PARIS,Operations,38,23,1.5125232625546432
2025-05-01,Madrid,finance,10,264,0.20364584628390459
2024-08-01,Madrid,Finance,48,277,0.05946010157507877
2025-05-01,Berlin,IT,21,108,0.6674537466460742
2024-04-01,lyon,IT,18,106,0.2771870832700809
2024-04-01,Madrid,finance,36,284,0.13019828514296633
2025-12-01,BERLIN,IT,3,167,0.3830296864373449
2024-12-01,Madrid,Finance,49,26,0.10497679129287109
2024-05-01,Berlin,Finance,24,-5,0.6551641070925585
2025-03-01,PARIS,IT ,39,217,1.5422063825420484
2023-09-01,lyon,finance,5,174,0.4532543530319549
2024-08-01,PARIS,finance,44,140,1.2493027293868226
2024-12-01,lyon,IT,26,22,0.1316653736497083
2024-09-01,Lyon,Operations,1,-18,0.057700021357039964
2024-05-01,PARIS,finance,46,198,0.38227976825266174
2025-07-01,lyon,Finance,10,-18,1.216816547988519
2024-02-01,Berlin,finance,37,-13,0.37984632840216204
2024-01-01,Lyon,HR,9,231,0.17508606686500033
2025-05-01,BERLIN,IT ,20,62,0.6648695296996303
2025-09-01,Lyon,IT,17,167,1.0968899361042237
2024-09-01,BERLIN,Operations,35,-1,1.222132749843436
2023-06-01,Paris,IT ,5,56,0.1752915170884919
2024-03-01,Paris,IT,44,87,0.25343408258091044
2024-02-01,Paris,finance,15,41,0.013166665233555253
2025-08-01,Lyon,Operations,18,167,1.5891789618772536
2023-09-01,BERLIN,Finance,30,88,0.7310611495961932
2023-10-01,lyon,finance,48,90,0.0016854198170090928
2024-07-01,BERLIN,HR,16,90,1.0870661396056092
2023-03-01,Berlin,IT,11,69,1.1988944632286644
2025-08-01,Berlin,IT ,19,224,0.550823650226645
2023-01-01,lyon,finance,23,-16,0.040249207492120666
2024-04-01,Berlin,IT ,8,37,1.6908527516159293
2025-08-01,Madrid,Operations,45,286,0.5000468150486598
2023-02-01,PARIS,IT ,21,36,0.13941341131603932
2025-12-01,Lyon,finance,29,158,1.6340953927837831
2024-07-01,Madrid,IT ,49,202,0.36468391676642403
2024-03-01,Lyon,Finance,6,39,1.09599825825293
2023-05-01,Paris,IT,14,63,0.8437765811059534
2024-02-01,Berlin,Finance,0,261,1.3314641800888225
2023-05-01,Lyon,IT ,14,-19,0.18404977591788493
2023-11-01,BERLIN,HR,17,37,1.2984579320788536
2025-03-01,Paris,IT,20,16,0.7472798425782329
2023-07-01,Paris,HR,46,240,0.24048439138467317
2023-02-01,Berlin,IT ,0,297,1.1107310003335313
2024-11-01,BERLIN,finance,10,263,1.5390664969199503
2024-09-01,lyon,finance,44,161,0.5539731092564153
2024-11-01,Paris,IT,15,153,1.30450392488908
2023-01-01,Madrid,HR,33,257,0.25436017565542923
2025-05-01,PARIS,HR,15,248,1.6846565003300875
2025-11-01,BERLIN,Operations,10,228,1.1976310368328866
2025-11-01,lyon,IT,8,279,0.9413155607132595
2024-06-01,lyon,finance,43,173,0.8022979330293744
2025-09-01,Berlin,finance,3,7,1.111212991550797
2023-06-01,lyon,HR,1,175,1.337813432113705
2023-10-01,PARIS,IT,21,276,0.20845092227541337
2025-04-01,BERLIN,Operations,5,83,1.1246655169388422
2023-12-01,BERLIN,IT,28,247,1.562666102826893
2023-04-01,Berlin,HR,11,50,0.46537582091556917
2025-01-01,Lyon,HR,4,10,1.3144011306573473
2023-07-01,lyon,Operations,17,279,0.18069059110408067
2024-08-01,Paris,Finance,32,15,1.5292664767185271
2024-11-01,Lyon,finance,1,-4,0.06461615103115001
2023-08-01,lyon,IT ,22,166,0.015482156130873713
2024-05-01,BERLIN,IT ,43,289,0.6408092517816824
2025-05-01,lyon,HR,41,157,0.9013628158972723
2025-11-01,Madrid,IT,32,97,0.7722297560834426
2025-02-01,Madrid,Finance,4,186,0.3104834425036741
2023-10-01,Madrid,Operations,30,47,1.3632155248177826
2023-11-01,Berlin,IT ,41,165,1.1960374412408066
2024-03-01,lyon,Finance,47,59,1.4907710261374747
2024-06-01,BERLIN,Operations,13,164,0.035026007995510075
2023-04-01,lyon,HR,4,36,0.5855624152006063
2025-03-01,Madrid,Operations,21,169,0.33618853872404736
2023-05-01,Paris,Finance,21,185,1.0835094666359957
2023-06-01,Madrid,Operations,27,64,1.6575711599927303
2023-10-01,lyon,IT,8,22,0.5043096999082642
