month,site,job_family,team_id,headcount_actual,headcount_planned,voluntary_leavers,engagement_score_avg,training_hours_avg,absenteeism_rate,critical_skill_coverage_rate
2025-11-01,BERLIN,IT ,146,13,185,37,63,73,0.33867719256688994,0.8730036934214528
2024-06-01,Paris,finance,122,-1,182,0,21,19,-0.1276899782514857,0.789594338302382
2024-05-01,Lyon,IT,182,109,45,26,105,27,-0.03693621383364906,0.245833420182698
2024-12-01,lyon,Operations,118,141,109,2,132,0,-0.15768574172244357,0.5089898845708019
2023-03-01,PARIS,IT ,279,77,94,38,30,16,0.1060153396061363,1.4088308508375893
2025-08-01,Paris,IT,261,93,23,8,89,27,-0.14598062288449282,0.9734903830564349
2025-11-01,Paris,IT ,128,113,88,39,10,17,0.27741048693352865,1.294499394024964
2024-01-01,BERLIN,HR,160,174,36,27,84,15,-0.17614177582811846,1.2574673538093846
2025-01-01,Madrid,Finance,184,23,168,20,102,22,0.08523605549517949,1.3809891832625363
2023-09-01,Lyon,finance,134,30,152,27,78,21,0.05236870567885299,0.06231104159384854
2023-04-01,lyon,IT ,104,157,28,44,62,43,-0.07866028583515351,0.39370629932192336
2024-02-01,PARIS,Operations,175,0,158,23,53,14,0.15211226747601087,0.6233595651970134
2025-10-01,Paris,IT ,106,-10,106,17,25,13,0.03165900506571459,0.9601464848793619
2023-11-01,BERLIN,IT ,268,147,129,50,60,29,-0.08121991338035683,0.9121901013028237
2023-03-01,Madrid,IT ,229,160,139,55,83,16,0.2959376781667996,0.3691592484485303
2025-04-01,Lyon,IT ,237,71,132,8,-3,35,0.19641729470702285,0.28920591818065533
2025-05-01,Lyon,Operations,201,15,188,25,101,75,-0.19270828967399586,0.6561176617030022
2023-09-01,BERLIN,Operations,143,42,90,23,63,73,0.1011188095869146,0.37592903964105107
2023-03-01,PARIS,IT ,169,114,55,51,16,58,-0.03721597774630975,1.4476677766892045
2025-01-01,Paris,Finance,190,164,77,5,74,58,0.3490673580119313,1.4481887830729616
2025-10-01,PARIS,IT ,262,-2,70,58,47,28,0.23534851004238833,0.17002907889845725
2023-12-01,BERLIN,finance,161,-2,164,52,70,70,0.1669688181744282,1.0576406964749414
2023-09-01,BERLIN,finance,119,118,35,11,36,18,-0.14656755129878649,0.3423419039607301
2024-03-01,PARIS,Operations,262,188,73,35,-2,64,0.3583875488364959,1.0761482063451482
2025-01-01,Berlin,finance,264,161,28,8,107,75,-0.11347925336722106,1.150659971978321
2023-05-01,Madrid,finance,171,48,79,9,36,20,0.07044798427559423,0.07225036667084606
2023-11-01,Lyon,HR,219,173,165,2,91,54,0.20862494266847476,1.043022492699535
2025-10-01,Berlin,IT ,281,95,101,48,120,4,0.09686140734538007,1.345195481724192
2024-12-01,lyon,IT ,194,168,168,28,-3,72,0.32948202155710166,0.32445360544670643
2024-03-01,Lyon,IT ,226,114,32,6,75,63,0.3012047572586966,0.17335149856296728
2023-08-01,Lyon,IT ,212,5,92,25,133,-2,-0.11877929012557038,0.8502368072473685
2023-05-01,Madrid,IT,206,27,111,7,75,2,0.17058175610971843,0.7761888767306565
2025-02-01,lyon,IT ,179,128,122,42,99,34,-0.16867810982715228,1.3286548615899736
2024-06-01,Paris,Operations,127,142,140,12,118,79,0.23234650366767096,0.6766288462880901
2023-06-01,lyon,Operations,297,199,133,34,93,-5,0.2416125521672109,0.6203242773959209
2024-01-01,Paris,IT,259,48,193,18,0,33,0.0066946897861495935,1.0709550917395045
2025-04-01,lyon,IT ,238,18,7,45,26,-9,0.271956290418999,0.11614197307164137
2023-05-01,PARIS,Finance,269,197,117,21,5,18,0.19162147055261342,0.08556500893431862
2024-01-01,BERLIN,IT ,250,157,191,15,37,37,0.10243043690684506,0.7573766987072998
2024-05-01,lyon,Operations,129,-3,8,14,33,1,0.07316353249191715,0.1335473624971555
2025-08-01,Berlin,HR,108,87,150,1,135,76,-0.1345156970670507,1.4086971450029766
2025-05-01,Berlin,finance,158,123,198,37,7,56,0.11866238759003783,0.9813618713515303
2023-03-01,Madrid,HR,255,162,20,20,33,39,-0.1063400288725548,1.1304727847095326
2025-10-01,BERLIN,Finance,178,98,128,29,62,0,0.19361827759591688,0.34330914580924143
2025-03-01,BERLIN,IT ,202,170,45,6,98,-6,0.15682837974767883,0.7410394970157539
2024-01-01,Paris,IT,213,97,61,30,59,34,-0.025681467807399688,0.2007692943683722
2025-09-01,Lyon,IT ,260,138,1,40,107,63,-0.051800552196788224,0.304655504480711
2023-06-01,Madrid,Finance,146,46,103,40,1,36,0.08563749491145828,0.8523132524510246
2024-12-01,Berlin,Finance,197,65,74,48,-3,-5,0.10749274843478612,0.41986880150286365
2024-07-01,Berlin,finance,249,102,100,54,80,69,0.2787551897096137,1.3756922647275471
2024-04-01,Paris,Finance,256,-5,171,34,43,76,-0.01762519996128939,1.4928644483515263
2025-04-01,Berlin,HR,261,180,87,3,52,73,0.04205358117437752,0.005890029181985945
2025-09-01,Berlin,finance,141,113,127,33,22,78,0.0059772039207347805,1.1386482290286444
2024-01-01,Paris,IT ,279,123,82,0,109,58,0.03647008233134863,0.1730037393545376
2025-01-01,Berlin,IT ,146,42,4,9,149,52,0.14025810480102785,0.861934416980346
2025-12-01,Lyon,IT,173,121,92,29,16,56,0.13448267430049476,0.3427253219850705
2025-03-01,PARIS,Finance,150,-2,38,31,88,36,0.01680540090973423,1.4473108940813173
2023-07-01,Madrid,Finance,272,58,127,2,95,23,0.1614611704954425,1.3137104832770117
2023-05-01,Lyon,Operations,193,63,65,9,65,1,0.16962680936758223,0.8930968780130921
2025-07-01,Lyon,finance,219,100,44,8,108,16,0.11613869904673085,0.2640248993784308
2024-11-01,PARIS,Operations,174,189,74,16,7,58,0.07141702437716552,1.1740219113197727
2023-10-01,BERLIN,finance,261,76,100,46,144,75,-0.15323803077884074,0.7804470296338168
2025-08-01,Madrid,HR,248,-7,140,2,-1,57,0.12476082851681097,0.9173447293633019
2025-06-01,Lyon,finance,222,175,92,26,16,17,0.2276199942921322,1.0769148323914124
2025-07-01,Berlin,IT ,240,26,118,52,121,60,-0.0708037131642629,0.6244980032641229
2024-06-01,PARIS,IT,281,60,31,34,47,34,0.266701099609663,0.011608476137131563
2025-12-01,BERLIN,finance,252,-5,108,3,33,-9,0.1518581712232746,0.5462574614366404
2023-02-01,Madrid,finance,221,40,42,3,31,-2,-0.057487424913095525,0.6204392586463571
2024-02-01,lyon,finance,120,196,135,48,25,68,-0.10222923654479459,0.5503881513365096
2024-01-01,Paris,IT,100,88,73,31,56,20,-0.05275912922072287,1.2465823598757582
2025-05-01,Berlin,Finance,285,167,186,37,97,25,0.25545165879111464,0.49852832513207773
2023-12-01,PARIS,IT,168,85,138,10,75,4,-0.04969287534455122,0.6245059861027851
2023-02-01,Paris,Finance,185,131,155,43,121,51,0.20993423115995635,0.09240500894854209
2025-08-01,BERLIN,IT ,170,0,38,54,0,20,0.12748991436807106,1.0752867613193355
2024-01-01,BERLIN,IT,112,-1,25,59,99,16,0.12810733551238884,0.32312814517664884
2025-03-01,lyon,Finance,279,178,71,38,75,-9,0.31155959305930164,0.3525173201887034
2024-05-01,Lyon,IT ,122,198,101,44,81,62,0.3248362728084769,0.8802812468510977
2025-07-01,Lyon,IT ,248,2,25,5,46,32,0.12214537036948075,1.4753301919241901
2025-10-01,Madrid,Finance,105,110,31,54,7,-10,-0.16082565697074408,0.6152170187731366
2024-12-01,PARIS,Finance,247,151,45,34,47,72,-0.10328921793412367,0.49073629718579975
2025-11-01,PARIS,HR,175,49,155,52,142,-2,0.3692004729152239,0.05430940471921242
2023-06-01,BERLIN,IT ,267,168,134,45,128,49,-0.11918738665598272,1.18106080496665
2024-07-01,Madrid,Finance,108,-6,34,31,49,-9,0.3012110640433369,0.39193119679609056
2025-06-01,Paris,IT ,277,191,193,45,53,47,0.1242440833073139,1.1532599674680597
2023-07-01,Lyon,IT,127,149,21,22,141,54,-0.1315926132788488,0.4233981810850057
2023-10-01,Lyon,Operations,238,1,149,41,92,1,0.35170222372199483,0.04483344070114009
2025-08-01,BERLIN,Operations,215,169,121,36,135,44,0.35686298897824703,0.7473174146050874
2025-10-01,PARIS,finance,195,130,2,25,68,79,0.16921690448715082,1.3590870575227143
2025-04-01,BERLIN,Finance,174,74,45,33,55,-1,0.033316026678852945,0.31588654205223515
2024-03-01,PARIS,Finance,187,171,177,37,39,54,0.16449926627156525,0.2308801991793346
2025-06-01,Madrid,IT ,155,106,7,54,129,54,0.1766560812486867,0.2771769603316528
2025-05-01,lyon,finance,204,111,3,10,80,50,0.17328295595017468,1.0354148271564627
2024-10-01,Paris,Finance,134,171,14,49,8,64,0.24004498268586044,0.551095564803991
2023-04-01,Berlin,IT ,124,30,43,57,30,58,-0.15971332878348438,0.3840912439373932
2024-08-01,lyon,Finance,212,37,166,55,2,24,-0.13848199125688923,0.5065463148395813
2025-08-01,lyon,IT ,198,40,119,20,6,0,-0.030332875324376757,0.46364383340127524
2025-12-01,PARIS,Finance,246,164,75,42,100,57,0.00981531898510285,0.8156656255696004
2023-04-01,PARIS,HR,130,167,156,23,136,27,0.182818284920636,0.20000030890761894
2025-03-01,PARIS,IT ,180,107,189,14,45,28,-0.09687496624860478,0.7630820768545944
2024-05-01,lyon,HR,149,85,161,2,-1,10,0.12461755425490906,0.4676224324753897
2023-12-01,BERLIN,HR,186,65,153,1,-5,25,-0.08879628408706942,1.3989472277498605
2024-10-01,Paris,HR,290,35,111,6,98,61,0.013291781188443319,0.6327247032129921
2024-05-01,BERLIN,HR,146,89,86,4,99,9,0.36129942679580146,0.1500142269290718
2023-10-01,PARIS,IT,100,27,17,52,95,32,0.3374196318679807,1.400413342625285
2023-01-01,Lyon,finance,224,81,190,44,122,10,0.371862358367502,1.40625020419831
2024-10-01,BERLIN,Operations,285,130,51,39,91,24,0.1548516764704298,0.2632414765070364
2025-02-01,Paris,IT,237,193,53,28,43,53,0.10078012786299267,1.224636717126364
2024-06-01,Lyon,Finance,235,139,41,40,139,21,0.30934889588150144,1.292911252309919
2024-02-01,Paris,Finance,205,119,92,31,89,25,-0.15220107340673122,0.5333946525554504
2025-05-01,PARIS,finance,224,82,181,29,29,58,0.38706966785145586,0.23925077535661254
2023-12-01,BERLIN,Operations,253,66,179,7,7,41,0.07742341251795765,1.1976729220227704
2025-12-01,Berlin,Operations,261,2,140,31,110,-7,0.20547180948581112,0.04245913380773764
2025-11-01,Madrid,Operations,118,46,31,41,32,-4,0.2370819495647482,0.929111218624015
2023-12-01,PARIS,HR,171,151,82,1,72,73,0.17730390836063015,0.5129626428867937
2023-07-01,lyon,IT,228,136,80,9,128,60,0.33491509559390026,0.8940401177120585
2025-05-01,Berlin,Finance,275,126,65,42,57,13,-0.02710322686349584,1.183271266028529
2023-11-01,lyon,IT,252,105,81,54,3,10,0.1193849042703668,1.2431073223587652
2025-09-01,Paris,IT,123,84,185,42,17,46,0.05818319782911835,1.4977009627905775
2023-06-01,lyon,IT,274,150,166,36,73,62,0.22247729462782928,0.9603380220606283
2024-03-01,Berlin,Operations,183,144,154,45,112,8,0.03706910358057619,0.33519610654717025
2025-08-01,Berlin,finance,219,162,77,54,53,73,0.3357161424764346,0.4141534928709675
2023-11-01,PARIS,finance,168,119,53,2,108,17,0.09425808142139963,0.6542176197947168
2024-11-01,Lyon,Operations,294,68,199,51,129,21,0.12160486414131905,1.272705936254129
2025-02-01,PARIS,Finance,259,46,72,22,41,23,0.09603596070781556,0.5502825393890851
2025-10-01,Paris,Finance,244,84,170,33,83,5,0.17358171810377454,1.0324049292078168
2025-10-01,lyon,Finance,288,46,179,17,81,27,0.10624090929350466,0.06763163272973549
2025-05-01,Lyon,finance,205,133,13,32,69,70,0.36245085919099834,0.6450869625732245
2023-04-01,BERLIN,finance,168,96,135,32,130,64,-0.12132655520237598,0.250539188113216
2024-05-01,Madrid,IT,110,68,34,59,30,-7,-0.19194359067957031,1.4076644285631743
2025-11-01,Berlin,Operations,265,123,145,16,33,45,0.11307179852734206,1.1871532213137963
2024-01-01,Lyon,HR,295,3,182,5,59,29,0.2587784883818667,0.20811112020918754
2024-03-01,BERLIN,IT,246,16,77,12,38,39,0.1889174674832218,0.6027770106434048
2025-05-01,Lyon,IT ,202,27,51,20,71,29,0.37764049087683055,0.12088757903505726
2025-05-01,PARIS,finance,244,136,71,30,74,71,-0.09063379364113834,1.1198380222982862
2023-11-01,BERLIN,IT,112,154,176,57,135,38,0.21638954026653373,0.28704829434810963
2025-08-01,Madrid,Operations,100,116,135,55,31,37,0.28952071092196735,1.2065009687256258
2023-02-01,Berlin,IT ,101,-7,164,20,8,-5,0.3472383752437676,0.11103397805234483
2024-02-01,Paris,IT,208,47,65,32,116,-6,0.11713087653595394,0.859436179326071
2024-08-01,Paris,Operations,293,126,80,27,135,68,0.01786382090673061,0.9123018125785409
2024-10-01,Lyon,Operations,295,102,76,55,134,34,0.3732167396829352,0.5015021048156012
2023-11-01,BERLIN,finance,243,157,117,5,49,5,0.2748826737145823,0.2463123342907173
2025-03-01,Lyon,HR,103,132,168,7,16,6,0.08250636089604224,0.48574379268297474
2023-03-01,lyon,IT,156,-7,72,12,78,48,0.19069963535609985,0.7432676336733905
2024-05-01,Madrid,Operations,212,41,26,33,141,45,-0.03285387163549047,1.453661466780145
2025-04-01,Berlin,Finance,122,135,147,57,84,68,0.1689051243590729,0.6704127516633609
2025-05-01,Lyon,Operations,223,170,37,39,9,24,0.12401782268801814,0.2840727554309542
2024-09-01,lyon,HR,216,176,139,21,24,-3,-0.1764648055922903,0.03882934317102654
2024-04-01,BERLIN,Operations,229,88,169,0,23,50,0.31944869942559434,0.01234414815378937
2024-08-01,Madrid,finance,294,171,85,12,111,16,0.09411534941492333,0.6251069781266753
2023-06-01,Berlin,IT,186,158,100,0,102,67,0.08784194458654998,0.44446395670763295
2024-07-01,Paris,finance,253,177,177,9,109,76,-0.029942082545544396,0.17262289539286207
2023-05-01,lyon,IT,224,82,102,59,10,9,-0.08216743952961773,0.25826310659043317
2023-03-01,BERLIN,IT ,210,106,30,4,76,46,-0.025176906224770063,0.524858979438561
2023-01-01,Madrid,IT,106,-7,192,54,22,59,0.1899883009272565,1.0299452325452247
2024-03-01,lyon,IT ,143,74,180,19,56,77,-0.14141046127606133,0.9143819274872226
2025-10-01,Lyon,finance,260,156,39,12,50,12,-0.00028137567033822974,0.1199329960653453
2025-11-01,PARIS,Finance,212,-4,72,57,69,65,0.38724418192268856,0.21453983049916825
2025-01-01,Paris,HR,291,114,166,36,11,-9,-0.037082854590374026,1.3626044800772827
2024-12-01,Lyon,Finance,263,140,137,9,15,16,0.37999300912157125,0.10662187892925956
2023-12-01,Lyon,IT ,103,74,156,2,109,21,-0.13711353937432724,0.29830917584157784
2024-06-01,BERLIN,Operations,217,52,167,33,23,39,0.27639109019737784,0.4769132689813105
2024-03-01,BERLIN,Operations,122,182,157,33,62,53,0.06384290315905033,0.34517860164645037
2024-04-01,Madrid,Finance,252,112,129,29,5,29,-0.0831098368995366,0.4362575054768253
2025-03-01,BERLIN,Operations,189,158,81,36,76,22,0.27245349437761346,1.09161063605773
2023-08-01,lyon,IT ,191,78,155,3,122,18,-0.19581152516480851,0.14251971103069677
2025-01-01,Paris,finance,254,84,174,33,111,22,0.008284124127080766,0.5283501017723764
2024-05-01,Lyon,HR,150,108,31,31,90,6,0.16291439930154894,0.9175939357222467
2025-05-01,Madrid,IT,214,33,87,20,68,63,-0.06141785249819895,0.07326142905342525
2023-08-01,Paris,IT ,180,91,101,57,102,54,-0.0004799626775449928,0.06644201611013878
2024-03-01,BERLIN,IT ,202,34,88,40,132,32,-0.1451279814967611,0.7478512315308163
2025-03-01,BERLIN,IT,296,186,88,23,54,52,0.31192739678154796,1.34973682270428
2023-07-01,lyon,IT,179,106,31,8,20,70,0.05329980693130293,0.6671526736334384
2023-03-01,BERLIN,HR,250,40,154,40,100,47,-0.11282291793148724,0.6099669901999818
2025-05-01,Lyon,HR,202,54,53,23,19,32,-0.08054359315578886,0.015236690207157788
2024-12-01,Berlin,HR,108,43,95,24,-4,26,-0.03489986032568007,1.0990670737672867
2023-03-01,Lyon,Operations,132,173,183,35,84,35,-0.062320114730089915,0.2461277179797503
2024-08-01,Lyon,IT ,134,199,158,7,78,14,0.10198404073995354,1.0477404748706265
2024-03-01,BERLIN,finance,149,61,113,49,-3,56,0.3431309022186519,0.5227593902056734
2025-01-01,Paris,IT,123,109,23,40,26,40,-0.08965094416286805,0.0674827835624881
2025-06-01,BERLIN,IT ,251,157,162,28,-5,63,0.07206787785333091,0.49185106620327546
2024-02-01,Paris,IT ,246,175,29,24,18,27,0.19835769297229788,0.9893405051698921
2023-07-01,Paris,HR,138,132,96,58,44,27,-0.08972349865633046,1.1525079818107997
2024-05-01,Paris,HR,288,8,54,34,38,-10,-0.10760473318360537,0.9533161521156526
2024-08-01,Madrid,IT ,124,-1,63,37,27,43,-0.10678236248120074,1.0665911734646891
2025-12-01,PARIS,HR,252,5,32,27,32,54,0.3291903780419217,0.35387118471985735
2023-09-01,BERLIN,Operations,254,160,45,54,106,11,0.22675926216830206,1.4478722687115537
2024-10-01,Madrid,IT,131,148,32,18,46,50,0.001821266573828334,0.3403657457734339
2023-02-01,Lyon,IT ,238,97,195,31,29,47,0.34153673123073597,0.25514862022027707
2024-12-01,Madrid,IT,296,5,191,36,11,43,0.3721274204948734,0.37471761503143036
2023-08-01,lyon,Operations,207,69,29,48,52,8,0.03896427490625515,1.4580827663070197
2023-11-01,Berlin,HR,132,17,78,58,42,59,0.10626853888092708,0.09743043141920948
2024-01-01,Paris,Finance,246,179,156,50,37,23,0.014850786165720997,1.1601679425770093
2024-05-01,BERLIN,Operations,206,137,189,27,42,68,-0.0634665061800862,0.15792975480951355
2023-08-01,lyon,Finance,210,152,91,55,38,33,0.26800593234578524,1.1599371670275327
2024-09-01,BERLIN,IT,220,176,95,34,27,56,0.1894376031797722,0.4155360737371979
2024-06-01,Berlin,IT ,115,-2,29,7,81,41,0.020134232410578434,1.0899347228105878
2025-06-01,lyon,HR,110,93,105,40,77,11,-0.19137201009322635,0.07350089824778172
2024-06-01,BERLIN,Operations,197,127,101,53,124,18,0.2582040372022882,0.5018931205352632
2025-07-01,Lyon,HR,215,34,139,22,132,3,0.08642285767390223,0.6969367245671352
2025-08-01,Paris,Finance,296,199,66,53,77,51,-0.15614880480860405,0.031012601598166878
2023-11-01,lyon,Finance,282,98,142,39,130,4,-0.12529857296710945,0.27127251934646185
2025-01-01,Lyon,finance,124,132,9,45,101,3,0.17702672364808336,0.2531971942692142
2025-09-01,Paris,IT ,192,19,85,22,145,56,0.12779941268080874,0.7221025683643539
2023-08-01,PARIS,Finance,210,37,60,31,103,11,-0.05571303885634413,0.1997595172866346
2023-11-01,Lyon,IT ,195,157,22,9,86,76,-0.11607242846756376,1.4657549731062494
2024-10-01,Madrid,finance,261,80,10,16,57,-4,0.33084056622391117,1.3303947112523118
2024-12-01,BERLIN,Operations,111,80,15,34,71,73,-0.11907985695356801,0.33650441968173284
2024-05-01,Paris,finance,120,63,48,34,31,-4,-0.1485942703314881,0.35131500119578934
2023-12-01,lyon,IT ,226,33,109,2,6,6,0.17196512392100066,1.421141236895595
2025-08-01,Berlin,Finance,128,163,79,35,68,21,-0.04846863038495691,0.4493163501149934
2024-03-01,lyon,IT,278,123,141,28,109,68,0.1939599948394054,0.6349333635497951
2024-04-01,Madrid,IT ,220,106,133,48,75,66,0.09345882176649128,1.0522190578450683
2024-10-01,BERLIN,HR,223,13,169,45,9,45,-0.0732509425195601,0.5160549195646187
2025-04-01,Madrid,IT,250,190,144,26,74,51,-0.15821681542261862,1.3536851758913269
2024-08-01,lyon,IT ,132,-4,118,30,78,47,-0.15760947618493762,0.8835543447150329
2025-09-01,BERLIN,HR,235,-5,41,33,113,47,0.1515161466379744,0.8508537615515099
2023-10-01,Berlin,finance,269,107,9,11,4,-8,0.25494713677305875,0.8314431590154117
2025-08-01,Paris,IT,176,150,173,36,36,78,0.21379587118643595,0.16807082891175668
2025-09-01,BERLIN,IT ,296,74,48,58,148,69,0.1557118210377602,1.1856627994782907
2023-02-01,Lyon,Operations,140,99,8,53,43,-10,-0.07344310855958716,0.858170458169378
2025-09-01,BERLIN,finance,173,155,166,24,145,56,0.31707315862736235,0.08027876319355226
2025-09-01,Madrid,HR,162,161,1,1,11,9,0.17730745237717327,1.2755406861804057
2024-01-01,Madrid,Operations,113,134,67,29,99,75,0.21651913475746798,1.0941872406599824
2025-06-01,Madrid,Finance,289,20,51,43,51,51,-0.06570135383527176,0.43333376996556566
2025-09-01,Berlin,finance,174,154,138,8,80,45,-0.043105397862022776,0.4290589061786373
2024-01-01,BERLIN,finance,273,128,36,22,126,42,0.34452973610516563,0.7570740427796244
2025-02-01,BERLIN,IT ,166,122,199,8,63,54,0.08564414242907364,0.010847703148836374
2024-10-01,PARIS,IT ,192,53,21,19,89,45,0.13230547878505267,1.214430997426871
2023-02-01,Berlin,HR,152,65,179,54,77,67,-0.1335407055359087,1.413068220560222
2025-02-01,Paris,finance,279,120,4,0,44,34,0.036744389031407976,0.6699034851489656
2024-03-01,Paris,IT ,193,45,129,55,120,68,0.3322216198923669,0.8048611863136166
2025-10-01,Paris,Finance,212,52,132,38,61,7,0.3400906006536712,1.2146771408787145
2023-11-01,Paris,IT ,234,94,98,22,82,37,0.23809161378332666,0.41639844710215146
2023-03-01,Paris,finance,281,27,159,17,122,27,0.12738260454818007,0.7375957209297026
2023-06-01,lyon,IT,110,43,146,41,107,11,0.358493344394121,0.16649108005891222
2023-09-01,Madrid,Operations,124,119,102,31,99,69,0.32310459918424356,1.0528616135688118
2023-06-01,Berlin,finance,286,-9,114,46,109,64,0.3078107222641852,1.1892824702151068
2023-09-01,lyon,Finance,293,129,3,8,57,60,0.3290843526979444,0.10035845708908164
2025-07-01,Berlin,finance,254,29,86,10,20,62,0.0719430322948229,1.3236292493588415
2025-08-01,PARIS,Finance,182,-9,45,55,122,-10,0.11529396988784729,0.561779204415109
2023-12-01,BERLIN,finance,285,94,82,0,-5,31,0.05440756075388148,1.3833099188835138
2023-08-01,Lyon,Operations,192,114,153,10,88,61,0.24404021190222736,1.3502587863174367
2023-08-01,Madrid,Operations,238,69,49,32,109,64,0.15515627856247138,1.1863495380727036
2025-04-01,PARIS,Finance,154,174,25,29,140,58,-0.15818130504845407,1.2452243992534688
2024-08-01,lyon,finance,118,36,70,4,6,18,-0.11803987133855127,0.43406010255938204
2023-07-01,Lyon,Operations,191,153,31,49,36,-5,-0.08460533337810933,0.5509300680765665
2023-11-01,BERLIN,HR,266,121,110,0,10,45,0.20233230184200235,0.36009209932256436
2024-08-01,PARIS,finance,189,192,116,9,61,1,-0.1341169346594751,0.5317570831942446
2024-04-01,BERLIN,Operations,297,141,96,59,93,28,0.12449184558709836,0.8428577366927352
2023-04-01,BERLIN,IT,110,199,171,12,53,60,0.3045009860759615,1.2960456768784105
2023-06-01,Berlin,IT,241,80,25,26,32,1,0.36850871401524626,0.8207751058004853
2024-10-01,Lyon,HR,159,90,188,7,138,22,0.056939294539801955,1.0450292241980148
2025-02-01,Berlin,Operations,263,179,87,27,133,72,0.12005774522237223,0.20368598751057793
2023-03-01,BERLIN,IT,140,119,50,44,22,42,0.2989168199100398,1.4093520318182575
2024-02-01,PARIS,finance,229,4,186,51,85,8,0.3614450732776802,0.8747656637851395
2023-11-01,BERLIN,IT ,284,192,86,1,105,47,0.03391685437475769,1.1637144252809561
2024-06-01,lyon,Operations,206,38,165,52,88,74,0.011836311024147478,1.4978488789128652
2023-12-01,BERLIN,HR,159,101,25,11,71,72,0.07050678531777771,1.28958839643427
2024-11-01,Berlin,Operations,247,24,123,26,74,32,-0.04771716794862402,0.756553163304069
2023-12-01,Lyon,Finance,121,105,172,12,124,62,0.3157985839102548,1.3020610329711113
2024-01-01,PARIS,Finance,227,83,30,59,142,34,-0.00908136337690632,0.9883883147994714
2025-01-01,Berlin,IT,225,164,125,21,66,75,0.06967438922110308,1.0950272071143958
2024-07-01,BERLIN,Finance,202,13,197,39,32,8,-0.008022039675873949,0.9559422002414073
2025-12-01,lyon,HR,231,49,44,14,25,26,-0.12864736869816745,0.4314506626594669
2023-08-01,Madrid,IT,283,66,30,30,74,0,0.16398843386309692,0.5017158733759652
2025-05-01,lyon,HR,209,37,110,6,145,45,0.15256632243668317,0.8375084191887956
2025-08-01,BERLIN,finance,157,140,60,38,90,14,-0.023059913958333955,1.3111141906040684
2024-06-01,lyon,HR,164,129,175,48,11,58,-0.18116109857577722,0.6788143962377781
2023-06-01,Madrid,Finance,157,30,44,50,101,34,0.36204799098583856,0.8108511872760669
2024-06-01,lyon,finance,257,146,59,34,18,51,0.013328343546742755,0.5536448522988848
2024-07-01,Madrid,Finance,175,187,188,6,112,3,0.1232528468389576,0.02720319930116316
2024-10-01,BERLIN,HR,118,168,51,11,145,66,-0.11375076164916198,0.9653091577603599
2025-08-01,Madrid,Finance,227,117,51,13,130,23,-0.04929915651437278,0.8489035365681974
2023-03-01,Berlin,Finance,289,140,75,33,81,71,0.061151663958150415,1.467384555719291
2025-04-01,Berlin,Finance,203,20,61,57,143,49,0.13734662992961288,0.7619501750758685
2023-10-01,Madrid,Operations,206,138,153,38,13,53,0.31240850058555,0.8024216625786436
2025-11-01,PARIS,finance,217,13,66,47,44,59,-0.025752043717429285,0.4233929494618262
2025-05-01,Lyon,finance,295,189,78,8,65,40,0.32306846211022694,0.14939863268661735
2024-03-01,PARIS,finance,178,-2,48,32,106,31,0.07506632398127383,1.0613591216498386
2025-09-01,Madrid,HR,183,139,87,11,18,10,0.059606120971202714,1.2126234551722148
2023-07-01,Lyon,IT ,271,121,114,33,40,-6,0.03784892260964215,1.3045477694224368
2023-12-01,Berlin,HR,217,66,43,26,130,55,0.33170688209559335,0.6064076342627018
2025-06-01,Lyon,finance,288,120,35,21,71,59,-0.04938970488444838,1.0553474655157005
2024-09-01,Madrid,IT,248,109,180,17,-3,50,0.3144185032960188,0.394038150849014
2025-07-01,Berlin,Finance,109,145,171,45,71,-3,-0.14653790744649714,0.3791867526217352
2024-12-01,Lyon,Finance,129,79,21,43,112,55,0.37319682210251476,1.4935878876839253
2024-08-01,Lyon,IT ,123,106,129,17,52,76,0.10180945350846121,1.2741590029916001
2023-04-01,PARIS,IT,275,99,6,36,15,51,0.39934312293499646,0.3843197607730968
2025-04-01,Lyon,Operations,154,110,15,6,59,9,0.16476036406133227,0.6500989501960523
2024-08-01,BERLIN,HR,203,87,93,3,60,-7,-0.12943875700900664,0.8474526048816196
2024-12-01,Madrid,Operations,226,4,43,44,36,4,-0.163464988073119,0.0194576533789253
2025-08-01,Paris,IT,279,125,109,15,37,45,-0.08394869629097484,1.4389104222797564
2025-12-01,Paris,IT ,224,165,64,21,20,9,0.05268935609341863,0.16315720474255707
2025-10-01,Paris,IT,265,41,72,59,148,13,0.24831378842700186,1.2258592188181736
2025-12-01,Madrid,IT ,294,44,70,47,130,-2,-0.19957112292287627,1.4638953311185599
2023-02-01,Paris,Operations,192,26,196,50,76,10,-0.045591933111356064,1.0563436731538145
2024-03-01,PARIS,Operations,107,121,188,35,140,30,0.15254197103283418,1.4500355028571448
2025-10-01,Madrid,IT,256,44,157,19,98,2,-0.02126998206612482,0.02953493298309262
2025-12-01,BERLIN,IT,237,1,169,30,124,-6,0.01416618603641212,0.5318226652466365
2023-06-01,Berlin,Finance,296,136,73,51,78,53,-0.01954185624198132,0.7146780072775114
2023-12-01,BERLIN,IT ,174,196,24,59,114,35,0.3719097515439023,1.1744099097895189
2023-03-01,Madrid,Finance,295,174,81,32,-3,67,-0.16050009396346424,0.9817978449260909
2024-06-01,Madrid,HR,276,26,70,12,98,60,0.34450674535510956,1.104013655619004
